signature,body,docstring,id
fun testIncrementorObjCInNewThread(),"{
    if (!isExperimentalMM()) // Cross-thread stuff doesn't work with the legacy MM
        return

    val incrementor = IncrementorViaObjCInNewThread()
    assertEquals(0, incrementor.counter.intValue)

    incrementor.increment()
    assertEquals(1, incrementor.counter.intValue)

    incrementor.incrementBy(NSNumber.numberWithInt(3))
    assertEquals(4, incrementor.counter.intValue)

    incrementor.counter = NSNumber.numberWithInt(7)
    assertEquals(7, incrementor.counter.intValue)

    incrementor.incrementBy(NSNumber.numberWithInt(2))
    assertEquals(9, incrementor.counter.intValue)

    val otherIncrementor = Incrementor()
    incrementor.incrementOtherBy(otherIncrementor, NSNumber.numberWithInt(5))
    assertEquals(9, incrementor.counter.intValue)
    assertEquals(5, otherIncrementor.counter.intValue)
}","// Doing everything testIncrementorKt does, but via ObjC dynamic dispatch and in a new NSThread",f24b
fun testIncrementorMix(),"{
    val objc = IncrementorViaObjC()
    val kt = objc.impl
    assertEquals(0, kt.counter.intValue)

    kt.increment()
    assertEquals(1, kt.counter.intValue)

    objc.increment()
    assertEquals(2, kt.counter.intValue)

    kt.counter = NSNumber.numberWithInt(7)
    assertEquals(7, kt.counter.intValue)

    objc.increment()
    assertEquals(8, kt.counter.intValue)

    objc.counter = NSNumber.numberWithInt(11)
    assertEquals(11, kt.counter.intValue)

    kt.increment()
    assertEquals(12, kt.counter.intValue)
}",// Mixing Kt and ObjC accesses,ea1d
fun testIncrementorMixInNewThread(),"{
    if (!isExperimentalMM()) // Cross-thread stuff doesn't work with the legacy MM
        return

    val objc = IncrementorViaObjCInNewThread()
    val kt = objc.impl
    assertEquals(0, kt.counter.intValue)

    kt.increment()
    assertEquals(1, kt.counter.intValue)

    objc.increment()
    assertEquals(2, kt.counter.intValue)

    kt.counter = NSNumber.numberWithInt(7)
    assertEquals(7, kt.counter.intValue)

    objc.increment()
    assertEquals(8, kt.counter.intValue)

    objc.counter = NSNumber.numberWithInt(11)
    assertEquals(11, kt.counter.intValue)

    kt.increment()
    assertEquals(12, kt.counter.intValue)
}",// Mixing Kt and ObjC accesses when ObjC happens in a different thread,3b78
fun isStopped(),": Boolean
}

interface EventRo : Stoppable

interface Event : Stoppable {
    override : Boolean {
        return true
    }","// MODULE: lib
// FILE: lib.kt",36ac
fun isCastToAForwardDeclaration(forwardDeclarationType: KotlinType),": Boolean {
        val forwardDeclarationClassDescriptor = forwardDeclarationType.constructor.declarationDescriptor
        if (forwardDeclarationClassDescriptor !is ClassDescriptor) return false
        return forwardDeclarationClassDescriptor.getForwardDeclarationKindOrNull() != null
    }","/**
     * Here, we only check that we are casting to a forward declaration to suppress a CAST_NEVER_SUCCEEDS warning. The cast is further
     * checked in NativeForwardDeclarationRttiChecker.
     */",4a51
fun ok(),"= ""","// ISSUE: KT-52677
// MODULE: lib
// FILE: lib.kt",23f4
"fun checkElementWithConeType(element: FirElement, type: ConeKotlinType)","{
            when (checkConeType(type)) {
                ConeTypeStatus.TypeVariableFound -> detectedTypeVariableTypesParents += element
                ConeTypeStatus.StubFound -> detectedStubTypesParents += element
                null -> {}",// --------------------------------------------------------------------------------------------,8e71
fun get(),"fun interface KSupplier<T> {
    : T
}","// !LANGUAGE: +KotlinFunInterfaceConstructorReference

// WITH_STDLIB
// TARGET_BACKEND: JVM

// DONT_TARGET_EXACT_BACKEND: JVM
//  ^ old JVM BE generates bogus code

// FILE: funInterfaceConstructorThrowsNpe.kt",7383
"fun <From, To> copyNotNull(from: List<From>, to: List<To>)","where From : To, <expr>To</expr> : Any {
}",// WITH_STDLIB,c854
fun foo(),{},// FIR_IDENTICAL,519f
fun o(),": String
}

abstract class Bar : Foo() {
    @JsName(""oStable"")
    abstract fun String.o(): String

    override : String {
        return ""O"".o()
    }","// EXPECTED_REACHABLE_NODES: 1252
// IGNORE_BACKEND: JS
// RUN_PLAIN_BOX_FUNCTION
// INFER_MAIN_MODULE

// MODULE: lib
// FILE: lib.kt",1549
fun greet(),"{
        println(""Hello, ${name}",// MAIN_ARGS: [Pavel],01d6
fun box(),": String {
    return Example.MESSAGE
}","// JDK_RELEASE: 14

// FILE: Example.java",4f27
fun main(),"{
    takeMutable(<!NULLABILITY_MISMATCH_BASED_ON_JAVA_ANNOTATIONS!>J.foo()<!>)
}","// NULLABILITY_ANNOTATIONS: @org.jetbrains.annotations:warn
// DIAGNOSTICS: -UNUSED_PARAMETER

// FILE: ReadOnly.java",d987
fun <T> ofType(x: T),: T = x,// !DIAGNOSTICS: -UNUSED_PARAMETER,8eb2
fun plusK1(s: String),= s,"// TARGET_BACKEND: JVM
// JVM_TARGET: 1.8
// SAM_CONVERSIONS: INDY
// FULL_JDK

// We generate 1 clause in '$deserializeLambda' for each unique possible combination of deserialized lambda parameters
// (that's all information stored during indy lambda serialization, anyway).

// CHECK_BYTECODE_TEXT
// JVM_IR_TEMPLATES
// 12 java/lang/invoke/LambdaMetafactory
// 1 (LOOKUP|TABLE)SWITCH
// 4 java/lang/String\.equals

// FILE: multipleTopLevelFunRefs.kt",1b30
fun foo(),": T
}

interface IFoo2<out T> {
    : T
}","// WITH_STDLIB
// WORKS_WHEN_VALUE_CLASS
// LANGUAGE: +ValueClasses, +GenericInlineClassParameter",519f
fun foo(),{},"// TARGET_BACKEND: JVM
// WITH_REFLECT",519f
fun getBaseBoundFqNameByMutability(a: ConeKotlinType),": ClassId? {
        val classId = a.classId ?: return null

        if (classId in baseCollectionToMutableEquivalent) return classId

        return mutableCollectionToBaseCollection[classId]
    }",// We consider base bounds as not mutable collections,1d36
fun foo(),"@JsName(""foo"")
    fun bar()
}

interface J {
    

    fun bar()
}",// FIR_IDENTICAL,519f
fun not(),"= """,// EXPECTED_REACHABLE_NODES: 1284,df73
fun box(),": String {
    val myThread: Thread = thread(start = false) {  }",// JDK_RELEASE: 11,4f27
fun testFor(),"{
    val xs = IntArray(10) { i -> i }",// !LANGUAGE: +AllowBreakAndContinueInsideWhen,b009
fun sourceFriendsDependencies(modules: Collection<FirModuleData>),"{
            allFriendsDependencies += modules
        }","// Potentially, a part of a public API, so we leave it even while it's unused",0d20
fun sourceDependsOnDependencies(modules: Collection<FirModuleData>),"{
            allDependsOnDependencies += modules
        }","// Potentially, a part of a public API, so we leave it even while it's unused",bfaf
fun check(),"{
        assert(false)
    }","// TARGET_BACKEND: JVM
// ASSERTIONS_MODE: jvm
// WITH_STDLIB
// WITH_COROUTINES",c89c
fun x(),= 1,// DO_NOT_CHECK_NON_PSI_SYMBOL_RESTORE_K1,7869
fun memberFunction(),{},"// !LANGUAGE: +RepeatableAnnotations
// TARGET_BACKEND: JVM_IR
// WITH_STDLIB
// FULL_JDK
// JVM_TARGET: 1.8
// FILE: box.kt",299f
fun b_fun(),{},"// FIR_IDENTICAL
// !DIAGNOSTICS: -UNUSED_VARIABLE",0c55
fun box(),": String {
    val prop = ::state

    assertEquals("""", prop.getter.invoke())
    assertEquals("""", prop.getter())

    prop.setter(""OK"")

    return prop.get()
}","// TARGET_BACKEND: JVM

// WITH_REFLECT",4f27
fun foo(),= A,// FIR_IDENTICAL,519f
"fun main(b: B, c: C)","{
    b.foo()<!UNSAFE_CALL!>.<!>length
    b.foo()?.length
    b.foo2()<!UNSAFE_CALL!>.<!>length
    b.foo2()?.length
    b.foo3()<!UNSAFE_CALL!>.<!>length
    b.foo3()?.length
    <!RECEIVER_NULLABILITY_MISMATCH_BASED_ON_JAVA_ANNOTATIONS!>b.foo4()<!>.length
    b.foo4()?.length

    b.bar(<!NULL_FOR_NONNULL_TYPE!>null<!>)
    b.bar("""")
    b.bar2(<!NULL_FOR_NONNULL_TYPE!>null<!>)
    b.bar2("""")
    b.bar3(<!NULL_FOR_NONNULL_TYPE!>null<!>)
    b.bar3("""")
    b.bar4(<!NULLABILITY_MISMATCH_BASED_ON_JAVA_ANNOTATIONS!>null<!>)
    b.bar4("""")

    c.foo4()<!UNSAFE_CALL!>.<!>length
    c.foo4()?.length
    c.bar4(<!NULL_FOR_NONNULL_TYPE!>null<!>)
    c.bar4("""")
}","// FIR_IDENTICAL
// !DIAGNOSTICS: -UNUSED_VARIABLE -UNUSED_PARAMETER
// JSR305_GLOBAL_REPORT: warn
// JSR305_MIGRATION_REPORT: strict

// FILE: A.java",f1fa
fun box(),": String {
    testR0xE0()
    testR0xE1()
    testR0xE2()
    testR0xE3()
    testR0xE4()
    testR0xE5()
    testR1xE0()
    testR1xE1()
    testR1xE2()
    testR1xE3()
    testR1xE4()
    testR1xE5()
    return ""OK""
}","// Auto-generated by GenerateInRangeExpressionTestData. Do not edit!
// WITH_STDLIB",4f27
"fun takeJ(map: Map<Any, Any>)",{},"// FIR_IDENTICAL
// !DIAGNOSTICS: -UNUSED_PARAMETER",15b0
fun test1(),"{
    var c = C()
    val x = c.x
    if (x == null) return
    x.length // smartcast
    c.x<!UNSAFE_CALL!>.<!>length // no smartcast
    c = C()
    x.length // smartcast
    c.x<!UNSAFE_CALL!>.<!>length // no smartcast
}",// SKIP_TXT,fa3b
fun box(),": String {
    val impl = ListImpl()
    if (impl.size != 56) return ""fail 1""
    if (!impl.contains(""abc"")) return ""fail 2""

    val l: List<String> = impl

    if (l.size != 56) return ""fail 3""
    if (!l.contains(""abc"")) return ""fail 4""

    val anyList: List<Any?> = impl as List<Any?>

    if (anyList.size != 56) return ""fail 5""
    if (!anyList.contains(""abc"")) return ""fail 6""

    if (anyList.contains(1)) return ""fail 7""
    if (anyList.contains(null)) return ""fail 8""

    return ""OK""
}","// TARGET_BACKEND: JVM

// FILE: J.java",4f27
fun foo(x: String),: I = o,"// EXPECTED_REACHABLE_NODES: 1290
// FILE: a.kt",f5be
fun foo(),{},"// ISSUE: KT-65105

// FILE: kotlin.kt",519f
fun _assert(condition: Boolean),"{
    if (!condition) throw AssertionError(""Fail"")
}","// TARGET_BACKEND: JVM

// This test checks that our bytecode is consistent with javac bytecode",6a4a
fun foo(n: Number),"{
    if (n.toInt() > 1 && when (n) {
            is Float -> true
            else -> false
        }",// FILE: test.kt,2265
fun dad(),"{

                val a = <expr>foo.www.ddd.Check.BBD.Bwd::class.java.annotatedInterfaces.size</expr>
            }",// FILE: main.kt,ca2d
fun getMain(className: String),": java.lang.reflect.Method {
    val classLoader = A().javaClass.classLoader
    return classLoader.loadClass(className).getDeclaredMethod(""main"", Array<String>::class.java)
}","// TARGET_BACKEND: JVM

// WITH_STDLIB
// FILE: 1.kt",2b0b
fun main(args: Array<String>),"{
    args[0] += ""K""
}",// FILE: b.kt,5b61
fun box(),": String {
    val outer = Outer.Inner
    val other = Outer.Other
    val another = Outer.Another
    return ""OK""
}",// See also KT-6299,4f27
fun log(message: String),"{
    global += message
}","// KJS_WITH_FULL_RUNTIME
// EXPECTED_REACHABLE_NODES: 1525",fafb
fun foo(),= h,"// TARGET_BACKEND: JVM
// MODULE: lib
// WITH_STDLIB
// FILE: A.kt",519f
fun test(),= x,"// FIR_IDENTICAL
// FILE: a/x.java",fe98
fun box(),": String {
    val l = ArrayList<Int>()
    l.add(1)
    var x = l[0]
    x = 2
    if (x != 2) return ""Fail: $x}",// KJS_WITH_FULL_RUNTIME,4f27
fun foo(),= z,"// WITH_STDLIB
// MODULE: lib
// FILE: lib.kt",519f
fun suspendThere(v: String),: String = s,"// WITH_STDLIB
// WITH_COROUTINES",4d2d
fun test(),"{
    throw <!NO_COMPANION_OBJECT, TYPE_MISMATCH!>Exn<!>
}",// +JDK,fe98
"fun <T, V> bar()",= B,"// WITH_STDLIB

// FILE: test.kt",b0fa
fun test(p: T),": Int
}

inline fun <T> Array<T>.copyOfRange1(crossinline toIndex: () -> Int) =
        o","// WITH_REFLECT
// NO_CHECK_LAMBDA_INLINING
// TARGET_BACKEND: JVM
// IGNORE_INLINER: IR

// FILE: 1.kt",bfc4
fun test(),": Unit {
        System.out?.println(hello)
    }","// TARGET_BACKEND: JVM
// TARGET_BACKEND: JVM_IR",fe98
fun test(),"{
                val x = bar
                val o = object : Wrapper(z) {
                    fun local() {
                        val y = foo()
                    }",// FILE: Base.java,fe98
fun foo(vararg t : String),"= ""","// FIR_IDENTICAL
// RENDER_DIAGNOSTICS_FULL_TEXT",39b1
"fun f1(value: Pair<String, String>)",": Boolean {
    val (`false`, `true`) = value

    if (`false` != ""1"") return false
    if (`true` != ""2"") return false

    return true
}",// WITH_STDLIB,eaa4
fun foo(),"val bar: Int
}

object Impl : IBase {
    override  {}",// !DIAGNOSTICS: -UNUSED_PARAMETER,519f
fun ok(),": String = ""","// !JVM_DEFAULT_MODE: all
// TARGET_BACKEND: JVM
// WITH_STDLIB
// JVM_TARGET: 1.8
// WORKS_WHEN_VALUE_CLASS
// LANGUAGE: +ValueClasses",23f4
fun <T> id(t: T),: T = t,"// FIR_IDENTICAL
// !CHECK_TYPE",3662
fun use(token: String),"{
    result = token
}","// WITH_COROUTINES
// WITH_STDLIB

// FILE: test.kt",538e
fun createLambda(),": () -> KotlinObject {
    val lambdaResult = KotlinObject()
    return { lambdaResult }",// Just to make IntArray available from Swift.,a59d
fun createLambda(kotlinLivenessTracker: KotlinLivenessTracker),": () -> KotlinObject {
    val lambdaResult = KotlinObject()
    return {
        val result = lambdaResult // make it capturing thus dynamic.
        kotlinLivenessTracker.add(result)
        result
    }",// make it capturing thus dynamic.,6a8e
fun test(),{},"// !LANGUAGE: -ProhibitProtectedCallFromInline
// !DIAGNOSTICS: -EXPOSED_PARAMETER_TYPE -NOTHING_TO_INLINE

// FILE: JavaClass.java",fe98
fun doJob(),": Result
}

class Inheritor(context: Context) : BaseClass(context, 5, true) {
    override  = Result.SUCCESS
}","// STRIP_METADATA
// TODO: Re-enable metadata generation",2c35
fun ok(),"= ""","// NO_COMMON_FILES
// MODULE: lib
// FILE: lib.kt",23f4
fun method(a: A),"fun interface B {
    : String
}","// KT-44622
// MODULE: lib
// FILE: A.kt",e17a
fun box(),: String = b,"// MODULE: main(lib)
// FILE: B.kt",4f27
fun phaseSpecificCheckIsResolved(target: FirElementWithResolveState),"private fun checkNestedDeclarationsAreResolved(target: FirElementWithResolveState) {
        if (target !is FirDeclaration) return

        checkFunctionParametersAreResolved(target)
        checkVariableSubDeclarationsAreResolved(target)
        checkTypeParametersAreResolved(target)
    }","/**
     * Check that phase-specific conditions are met
     * Will be performed to resolved declaration and its nested declarations
     * @see checkNestedDeclarationsAreResolved
     */",4394
fun box(),"{
    foo(""abc"")
}","// FIR_IDENTICAL
// !DIAGNOSTICS: -UNUSED_PARAMETER",4f27
fun execute(),": T
}

class SomeImplementation : SomeClass<String>() {
    override : String = ""Test""
}","// !LANGUAGE: +PartiallySpecifiedTypeArguments
// WITH_STDLIB
// TARGET_BACKEND: JVM",1f3c
"fun <T, R> foo(x: T)",: R = T,"// DONT_TARGET_EXACT_BACKEND: JVM
// DONT_TARGET_EXACT_BACKEND: JVM_IR

// WITH_STDLIB
// WITH_REFLECT",ecdc
"fun enterFile(file: FirFile, buildGraph: Boolean)","{
        graphBuilder.enterFile(file, buildGraph)?.mergeIncomingFlow()
    }",// ----------------------------------- Files ------------------------------------------,0ea5
"fun enterScript(script: FirScript, buildGraph: Boolean)","{
        graphBuilder.enterScript(script, buildGraph)?.mergeIncomingFlow()
    }",// ----------------------------------- Scripts ------------------------------------------,34f8
fun enterCodeFragment(codeFragment: FirCodeFragment),"{
        graphBuilder.enterCodeFragment(codeFragment).mergeIncomingFlow { _, flow ->
            val smartCasts = codeFragment.codeFragmentContext?.smartCasts.orEmpty()
            for ((originalRealVariable, exactTypes) in smartCasts) {
                val realVariable = variableStorage.getOrPut(originalRealVariable.identifier) { originalRealVariable }",// ----------------------------------- Code Fragment ------------------------------------------,e5bb
fun enterValueParameter(valueParameter: FirValueParameter),"{
        val (outerNode, innerNode) = graphBuilder.enterValueParameter(valueParameter) ?: return
        outerNode.mergeIncomingFlow()
        innerNode.mergeIncomingFlow()
    }",// ----------------------------------- Value parameters (and it's defaults) -----------------------------------,f4b8
fun enterProperty(property: FirProperty),"{
        graphBuilder.enterProperty(property)?.mergeIncomingFlow()
    }",// ----------------------------------- Property -----------------------------------,40dd
fun enterField(field: FirField),"{
        graphBuilder.enterField(field)?.mergeIncomingFlow()
    }",// ----------------------------------- Field -----------------------------------,7434
fun enterDelegateExpression(),"{
        graphBuilder.enterDelegateExpression()
    }",// ----------------------------------- Delegate -----------------------------------,e4a4
fun enterBlock(block: FirBlock),"{
        graphBuilder.enterBlock(block).mergeIncomingFlow()
    }",// ----------------------------------- Block -----------------------------------,e126
fun exitTypeOperatorCall(typeOperatorCall: FirTypeOperatorCall),"{
        graphBuilder.exitTypeOperatorCall(typeOperatorCall).mergeIncomingFlow { _, flow ->
            if (typeOperatorCall.operation !in FirOperation.TYPES) return@mergeIncomingFlow
            addTypeOperatorStatements(flow, typeOperatorCall)
        }",// ----------------------------------- Operator call -----------------------------------,6558
fun hasOverriddenEquals(type: ConeKotlinType),": Boolean {
        val session = components.session
        val symbolsForType = collectSymbolsForType(type, session)
        if (symbolsForType.any { it.hasEqualsOverride(session, checkModality = true) }",// Only consider the LHS variable if it has not been reassigned in the RHS.,9680
fun enterCheckNotNullCall(),"{
        graphBuilder.enterCall()
    }",// ----------------------------------- Check not null call -----------------------------------,b3c2
fun enterWhileLoop(loop: FirLoop),"{
        val (loopEnterNode, loopConditionEnterNode) = graphBuilder.enterWhileLoop(loop)
        loopEnterNode.mergeIncomingFlow()
        loopConditionEnterNode.mergeIncomingFlow { _, flow -> enterRepeatableStatement(flow, loop) }",// ----------------------------------- While Loop -----------------------------------,8bc4
fun enterDoWhileLoop(loop: FirLoop),"{
        val (loopEnterNode, loopBlockEnterNode) = graphBuilder.enterDoWhileLoop(loop)
        loopEnterNode.mergeIncomingFlow { _, flow -> enterRepeatableStatement(flow, loop) }",// ----------------------------------- Do while Loop -----------------------------------,a712
fun exitQualifiedAccessExpression(qualifiedAccessExpression: FirQualifiedAccessExpression),"{
        graphBuilder.exitQualifiedAccessExpression(qualifiedAccessExpression).mergeIncomingFlow { _, flow ->
            processConditionalContract(flow, qualifiedAccessExpression, callArgsExit = null)
        }",// ----------------------------------- Resolvable call -----------------------------------,52ff
fun enterBinaryLogicExpression(binaryLogicExpression: FirBinaryLogicExpression),"{
        graphBuilder.enterBinaryLogicExpression(binaryLogicExpression).mergeIncomingFlow()
    }",// ----------------------------------- Boolean operators -----------------------------------,bee0
fun enterInitBlock(initBlock: FirAnonymousInitializer),"{
        graphBuilder.enterInitBlock(initBlock).mergeIncomingFlow()
    }",// ----------------------------------- Init block -----------------------------------,8f55
fun enterContractDescription(),"{
        graphBuilder.enterFakeExpression().mergeIncomingFlow()
    }",// ----------------------------------- Contract description -----------------------------------,9629
fun enterElvis(elvisExpression: FirElvisExpression),"{
        graphBuilder.enterElvis(elvisExpression)
    }",// ----------------------------------- Elvis -----------------------------------,5263
fun exitCallableReference(callableReferenceAccess: FirCallableReferenceAccess),"{
        graphBuilder.exitCallableReference(callableReferenceAccess).mergeIncomingFlow()
    }",// If (x ?: null) != null then x != null,d0e3
fun foo(),{},// IGNORE_BACKEND: JS,519f
fun test(a: Int),"{
    var <!ASSIGNED_BUT_NEVER_ACCESSED_VARIABLE!>aa<!> = a
    <!UNUSED_VALUE!>aa =<!> 324 //should be an 'unused value' warning here
}","//KT-609 Analyze not only local variables, but function parameters as well in 'unused values' analysis",688e
fun foo(s : String),{},//should be an 'unused variable' warning,8285
fun foo(s : String),{},//should not be a warning,8285
fun test(tr: Tr<String>),"{
    val v = tr as G?
    // If v is not nullable, there will be a warning on this line:
    checkSubtype<G<String>>(v!!)
}","// FIR_IDENTICAL
// !CHECK_TYPE",5d4d
fun foo(),= B,// LOOK_UP_FOR_ELEMENT_OF_TYPE: org.jetbrains.kotlin.psi.KtSimpleNameExpression,519f
fun overriddenFunction(),= U,// FIR_IDENTICAL,6d2c
fun <T> id(t: T),= t,"// FIR_IDENTICAL
// !CHECK_TYPE",3662
fun box(),": String {
    // Before changes in raw types computation: (OCNewFileActionBase<OCNewFileActionBase<*>.CreateFileDialogBase!>..OCNewFileActionBase<out OCNewFileActionBase<*>.CreateFileDialogBase!>?)
    // After that: raw (OCNewFileActionBase<*>..OCNewFileActionBase<*>?)
    val x = OCNewFileActionBase.get()
    return ""OK""
}","// TARGET_BACKEND: JVM

// FILE: OCNewFileActionBase.java",4f27
fun fooB(x: Int),": String
}

class Foo

fun test(ab: A) {
    if (ab is B) {
        var z = id(ab) // materialize smartcast
        z = <!ASSIGNMENT_TYPE_MISMATCH!>Foo()<!> // unsafe assignment
        z.fooB(1)
    }","// ISSUE: KT-53752
// INFERENCE_HELPERS",673b
fun usage(),"{

}",// FILE: main.kt,455a
fun testLazyNullString(),"{
    try {
        val s: String = lazyNullString
        throw Exception(""'val s: String = lazyNullString' should throw NullPointerException"")
    }","// TARGET_BACKEND: JVM
// IGNORE_BACKEND: JVM
// WITH_STDLIB
// FILE: kt24258.kt",6698
fun defaultFun(),"{
        println(""default"")
    }",// COMPILER_ARGUMENTS: -Xjvm-default=all-compatibility,031b
fun foo(t: T),": T
}

class C : Base<Unit> {
    override fun foo(t: Unit) {}",// C,6c6b
fun box(),= e,// FUNCTION: kotlin.require,4f27
fun test(x: Any),": String {
    return when (x) {
        is A -> x.toString()
        is B -> x.toString()
        else -> ""fail""
    }","// TARGET_BACKEND: JVM_IR
// FILE: A.java",44e2
fun test(),"{
    val sample1: List<List<Int?>> = arrayList(arrayList<Int?>(1, 7, null, 8))

    //breaks compiler
    val sample2 = sample1.map({it.map({it}","// !CHECK_TYPE

//KT-2179 Nested function literal breaks compiler",fe98
fun box(),": String {
    return Foo(""OK"").value
}","// LANGUAGE: +MultiPlatformProjects
// TARGET_BACKEND: JVM
// WITH_STDLIB

// MODULE: common
// FILE: common.kt",4f27
"fun put(key: K, value: V)",: V? = n,"// WITH_STDLIB
// FULL_JDK
// JVM_TARGET: 1.8
// TARGET_BACKEND: JVM_IR

// SEPARATE_SIGNATURE_DUMP_FOR_K2
// ^ Value parameters in fake overrides generated by K1 and K2 are different",6012
fun some(),{},"// FIR_IDENTICAL
// ISSUE: KT-57100
// WITH_STDLIB",6092
fun schedule(),"{
        this.currentTcb = this.list
        while (this.currentTcb != null) {
            if (this.currentTcb!!.isHeldOrSuspended()) {
                this.currentTcb = this.currentTcb!!.link
            }","/**
     * Execute the tasks managed by this scheduler.
     */",e9c2
fun suspendCurrent(),": TaskControlBlock? {
        this.currentTcb!!.markAsSuspended()
        return this.currentTcb
    }","/**
     * Suspend the currently executing task and return the next task control block
     * to run.  If new work is added to the suspended task it will be made runnable.
     */",3167
fun queue(packet: Packet),": TaskControlBlock? {
        val t = this.blocks[packet.id]
        if (t == null) return t
        this.queueCount++
        packet.link = null
        packet.id = this.currentId
        return t.checkPriorityAdd(this.currentTcb!!, packet)
    }","/**
     * Add the specified packet to the end of the work list used by the task
     * associated with the packet and make the task runnable if it is currently
     * suspended.
     * @param {Packet} packet the packet to add
     */",01af
fun run(),": TaskControlBlock? {
        val packet: Packet?
        if (this.state == STATE_SUSPENDED_RUNNABLE) {
            packet = this.queue
            this.queue = packet?.link
            if (this.queue == null) {
                this.state = STATE_RUNNING
            }","/**
     * Runs this task, if it is ready to be run, and returns the next task to run.
     */",354f
fun test(p: T),": T {
        return p
    }","// !JVM_DEFAULT_MODE: all-compatibility
// TARGET_BACKEND: JVM
// JVM_TARGET: 1.8
// WITH_STDLIB",bfc4
fun test(),"{
    fun bar() {
        val bas = fun() {
            <!RETURN_NOT_ALLOWED!>return@bar<!>
        }","// FIR_IDENTICAL
// !DIAGNOSTICS: -UNUSED_VARIABLE",fe98
fun cloneable(c: Cloneable),= J,// FILE: J.java,4682
fun foo1(),{},"// FIR_IDENTICAL
// ISSUE: KT-48870",d289
fun box(),": String {
    val min = 0U.toString()
    if (""0"" != min) throw AssertionError(min)

    val middle = 2_147_483_647U.toString()
    if (""2147483647"" != middle) throw AssertionError(middle)

    val max = 4_294_967_295U.toString()
    if (""4294967295"" != max) throw AssertionError(max)

    return ""OK""
}","// TARGET_BACKEND: JVM
// WITH_STDLIB
// JVM_TARGET: 1.8",4f27
fun ok(),"= ""","// TARGET_BACKEND: JVM

// FILE: unresolvedJavaClassInDifferentFile.kt",23f4
"fun add(index: Int, element: E)","{
        TODO()
    }","// WITH_STDLIB
// JVM_ABI_K1_K2_DIFF: KT-63984",cdbf
fun nullableF(),: (() -> Unit)?= n,"// FIR_IDENTICAL
// SKIP_TXT",6ecc
fun box(),": String {
    val baos = ByteArrayOutputStream()
    val oos = ObjectOutputStream(baos)
    oos.writeObject(Foo(""abacaba"")::value)
    oos.close()

    val bais = ByteArrayInputStream(baos.toByteArray())
    val ois = ObjectInputStream(bais)
    assertEquals(Foo(""abacaba"")::value, ois.readObject())
    ois.close()

    return ""OK""
}","// TARGET_BACKEND: JVM
// WITH_REFLECT",4f27
fun box(),": String {
    return TestClass().prop
}","// !JVM_DEFAULT_MODE: all-compatibility
// JVM_TARGET: 1.8
// WITH_STDLIB
// MODULE: lib
// FILE: 1.kt",4f27
fun box(),": String {
    if (null !== null) return ""null !== null""
    if (!(""ab"" === ""ab"")) return ""ab !== ab""
    if (""ab"" === ""a"") return ""ab === a""

    if (""0"" as Any === 0) return ""'0' === 0""
    if (!(0 === 0)) return ""0 !== 0""
    if (0 === 1) return ""0 === 1""


    return ""OK"";
}",// EXPECTED_REACHABLE_NODES: 1280,4f27
fun foo1(x: Int),"{
    val x = if (true) { // OI: Map<String, () → Int>?, NI: Nothing?, error
        """" to { x }",// !DIAGNOSTICS: -NAME_SHADOWING -UNUSED_VARIABLE -UNUSED_EXPRESSION,f1b3
fun test(),"{
    f()
}",// FIR_IDENTICAL,fe98
fun box(),": String {
    assertNull(Bar::class.findAnnotation<Yes>())
    assertNull(Bar::class.findAnnotation<No>())

    assertEquals(""OK"", Foo::class.findAnnotations<Yes>().single().value)

    return Foo::class.findAnnotation<Yes>()?.value ?: ""Fail: no annotation""
}","// TARGET_BACKEND: JVM
// WITH_REFLECT",4f27
fun f(),": String = ""","// MODULE: lib
// FILE: Class.kt",f6fb
fun getOrThrow(),: T? = a,"// WITH_STDLIB
// WORKS_WHEN_VALUE_CLASS
// LANGUAGE: +ValueClasses, +GenericInlineClassParameter",791b
fun getO(),"= ""","// TARGET_BACKEND: JVM
// JVM_TARGET: 1.8
// WITH_STDLIB

// FILE: javaDefaultMethod.kt",273a
fun ok(),"= ""","// SKIP_INLINE_CHECK_IN: inlineFun$default
// FILE: 1.kt",23f4
fun getR(),": String = ""","// TARGET_BACKEND: JVM
// WITH_STDLIB",8ade
fun test(),"{
    var i = 0
    var j = 0

    loop@ for (k in 1..10) {
        loop@ for (m in 1..10) {
            if (m == 4) break@loop
            j = m
        }",// EXPECTED_REACHABLE_NODES: 1283,fe98
fun f0(),{},"// WITH_REFLECT
// TARGET_BACKEND: JVM",72ae
fun test(),"{
    var sum = 0
    for (i in arrayOf("""", """", """", """").indices) {
        sum += i
    }","// IMPORTANT!
// Please, when your changes cause failures in bytecodeText tests for 'for' loops,
// examine the resulting bytecode shape carefully.
// Range and progression-based loops generated with Kotlin compiler should be
// as close as possible to Java counter loops ('for (int i = a; i < b; ++i) { ... }').
// Otherwise it may result in performance regression due to missing HotSpot optimizations.
// Run Kotlin compiler benchmarks (https://github.com/Kotlin/kotlin-benchmarks)
// with compiler built from your changes if you are not sure.",fe98
fun test(),"{
    throw J.staticNN
}","// FIR_IDENTICAL
// FILE: J.java",fe98
