signature,body,docstring,id
fun fetchArtifacts(),": ModuleArtifact {
        return ModuleArtifact(
            moduleName = moduleName,
            fileArtifacts = binaryAsts.entries.map {
                SrcFileArtifact(
                    srcFilePath = it.key,
                    // TODO: It will be better to use saved fragments, but it doesn't work
                    //  Merger.merge() + JsNode.resolveTemporaryNames() modify fragments,
                    //  therefore the sequential calls produce different results
                    fragments = deserializeJsIrProgramFragment(it.value)
                )
            }",,3fdb
fun getCaches(),= i,,ad20
fun getCacheForModule(module: TestModule),": Map<String, ByteArray> {
        val path = JsEnvironmentConfigurator.getKlibArtifactFile(testServices, module.name)
        val canonicalPath = path.canonicalPath
        val moduleCache = icCache[canonicalPath] ?: error(""No cache found for $path"")

        val oldBinaryAsts = mutableMapOf<String, ByteArray>()

        for (testFile in module.files) {
            if (JsEnvironmentConfigurationDirectives.RECOMPILE in testFile.directives) {
                val fileName = ""/${testFile.name}",,ee0d
fun recordIncrementalDataForRuntimeKlib(module: TestModule),"{
        val runtimeKlibPath = JsEnvironmentConfigurator.getRuntimePathsForModule(module, testServices)
        val libs = runtimeKlibPath.map {
            val descriptor = testServices.libraryProvider.getDescriptorByPath(it)
            testServices.libraryProvider.getCompiledLibraryByDescriptor(descriptor)
        }",,9c1d
"fun recordIncrementalData(module: TestModule, library: KotlinLibrary)","{
        recordIncrementalDataForRuntimeKlib(module)

        val dirtyFiles = module.files.map { ""/${it.relativePath}",,3303
No signature found,"fun recordIncrementalData(
        path: String,
        dirtyFiles: List<String>?,
        allDependencies: List<KotlinLibrary>,
        configuration: CompilerConfiguration,
        mainArguments: List<String>?,
    ) {
        val canonicalPath = File(path).canonicalPath
        val predefinedModuleCache = predefinedKlibHasIcCache[canonicalPath]
        if (predefinedModuleCache != null) {
            icCache[canonicalPath] = predefinedModuleCache
            return
        }",,6e1f
fun foo(),: T = t,,519f
fun foo(),= 2,,519f
fun box(),": String {
    val z = Z()
    val a: A<Int> = z
    return when {
        z.foo() != 239 -> ""Fail #1""
        a.foo() != 239 -> ""Fail #2""
        else -> ""OK""
    }",,4f27
No signature found,fun g(x: () -> Boolean = {,,6e1f
fun box(),": String {
    return if (X().g()) ""OK"" else ""Fail: false""
}",,4f27
fun run(),"fun test(noinline c: () -> Unit) {
    c()
    val o = object : Runnable {
        override  {
            c()
        }","// !DIAGNOSTICS: -UNUSED_VARIABLE -NOTHING_TO_INLINE
// SKIP_TXT
// WITH_COROUTINES",354f
No signature found,"fun builder(c: suspend () -> Unit) {
    c.startCoroutine(EmptyContinuation)
}",,6e1f
fun calculate(),"= """,,b1fe
fun box(),"{
    builder {
        test {
            <!NON_LOCAL_SUSPENSION_POINT!>calculate<!>()
        }",,4f27
fun main(),"{
    class A
    
    class B {
        val x = ::A
        val f: KFunction0<A> = x
    }",// FIR_IDENTICAL,d987
fun box(),= C,,4f27
fun withSideEffect(param: Int),": String? {
    sideEffectsHolder.add(param)
    return ""Result $param""
}",// WITH_STDLIB,aa86
fun box(),": String {
    val result1 = ""Result1 is: "" + withSideEffect(1)
    if (result1 != ""Result1 is: Result 1"") return ""FAIL 1: $result1""
    if (sideEffectsHolder != listOf(1)) return ""FAIL 1 sideffects: $sideEffectsHolder""
    sideEffectsHolder.clear()
    val result2 = ""Result2 is: "" + withSideEffect(2) + ""!""
    if (result2 != ""Result2 is: Result 2!"") return ""FAIL 2: $result2""
    if (sideEffectsHolder != listOf(2)) return ""FAIL 2 sideffects: $sideEffectsHolder""
    sideEffectsHolder.clear()
    val result3 = withSideEffect(31) + withSideEffect(32)
    if (result3 != ""Result 31Result 32"") return ""FAIL 3: $result3""
    if (sideEffectsHolder != listOf(31,32)) return ""FAIL 3 sideffects: $sideEffectsHolder""
    sideEffectsHolder.clear()
    val result4 = withSideEffect(41) + withSideEffect(42) + withSideEffect(43)
    if (result4 != ""Result 41Result 42Result 43"") return ""FAIL 4: $result4""
    if (sideEffectsHolder != listOf(41,42,43)) return ""FAIL 4 sideffects: $sideEffectsHolder""
    return ""OK""
}",,4f27
fun f(),= 1,// FIR_IDENTICAL,f6fb
fun box(),": String {
    val entries = MyEnum.entries
    return ""OK""
}",,4f27
fun foo(),": String
}

interface J {
    fun bar(): String
}","// EXPECTED_REACHABLE_NODES: 1284
// FILE: castToTypeParamBoundedByNativeInterface.kt",519f
fun foo(),: String = d,,519f
fun createObject(),: Any = A,,cf47
fun <T> castToI(o: Any),": T where T : I, T : B = o",,6fd4
fun box(),= c,,4f27
No signature found,"fun <reified T> referToReifiedGeneric(x: Any?) {
    contract {
        returns() implies (x is T)
    }","// !LANGUAGE: +AllowContractsForCustomFunctions +UseReturnsEffect +AllowContractsForNonOverridableMembers +AllowReifiedGenericsInContracts
// !OPT_IN: kotlin.contracts.ExperimentalContracts
// !DIAGNOSTICS: -INVISIBLE_REFERENCE -INVISIBLE_MEMBER",6e1f
No signature found,"fun referToCaptured(x: Any?) {
        contract {
            returns() implies (x is <!CANNOT_CHECK_FOR_ERASED, ERROR_IN_CONTRACT_DESCRIPTION!>T<!>)
        }",,6e1f
No signature found,"fun referToSubstituted(x: Any?) {
    <!ERROR_IN_CONTRACT_DESCRIPTION(""Error in contract description"")!>contract<!> {
        returns() implies (x is <!CANNOT_CHECK_FOR_ERASED!>Generic<String><!>)
    }",,6e1f
No signature found,"fun referToSubstitutedWithStar(x: Any?) {
    contract {
        returns() implies (x is Generic<*>)
    }",,6e1f
No signature found,"fun referToAliasedGeneric(x: Any?) {
    <!ERROR_IN_CONTRACT_DESCRIPTION(""Error in contract description"")!>contract<!> {
        returns() implies (x is <!CANNOT_CHECK_FOR_ERASED!>GenericString<!>)
    }",,6e1f
No signature found,"fun referToAliasedFunctionType(x: Any?) {
    <!ERROR_IN_CONTRACT_DESCRIPTION(""Error in contract description"")!>contract<!> {
        returns() implies (x is <!CANNOT_CHECK_FOR_ERASED!>FunctionalType<!>)
    }",,6e1f
No signature found,"fun referToAliasedSimpleType(x: Any?) {
    contract {
        returns() implies (x is SimpleType)
    }",,6e1f
fun getSize(),: Int = _,,1704
No signature found,"fun Type.toFixStackValue(): FixStackValue? =
    w",,6e1f
No signature found,"fun Ctx.foo(): String = ""","// FIR_IDENTICAL
// ISSUE: KT-61937
// !LANGUAGE: +ContextReceivers",6e1f
No signature found,"fun bar(foo: Ctx.() -> String ): String {
    return foo()
}",,6e1f
fun box(),: String = w,,4f27
fun test(),{},,fe98
fun foo(),": E1
    val bar: E1
}

interface MyList<out E2> : MyCollection<E2> {
    override : E2
    override val bar: E2
}","// FIR_IDENTICAL
// ISSUE: KT-55828
// DUMP_IR
// JVM_ABI_K1_K2_DIFF: KT-63828",519f
fun foo(),": E5
    abstract override val bar: E5
}

class MyArrayList<E6> : MyMutableList<E6>, MyAbstractCollection<E6>() {
    override : E6 = ""O"" as E6
    override val bar: E6 = ""K"" as E6
}",,519f
fun box(),": String {
    val x = MC()
    return x.foo() + x.bar
}",,4f27
fun box(),": String {
    return if (x == 56.toByte()) {
        ""OK""
    }",,4f27
No signature found,fun pass(count: Int = 1,,6e1f
No signature found,fun skip(count: Int = 1,,6e1f
No signature found,fun fail(count: Int = 1,,6e1f
No signature found,fun error(count: Int = 1,,6e1f
fun add(other: Statistics),"{
        passed += other.passed
        failed += other.failed
        error += other.error
        skipped += other.skipped
    }",,c810
No signature found,"fun executeTest(testName: String, action:() -> Unit) {
        var test: KonanTestCaseReport?
        try {
            tc?.startTest(testName)
            action()
            tc?.passTest(testName)
            statistics.pass()
            test = KonanTestCaseReport(testName, TestStatus.PASSED)
        }",,6e1f
fun skipTest(name: String),"{
        tc?.skipTest(name)
        statistics.skip()
        tests += KonanTestCaseReport(name, TestStatus.SKIPPED)
    }",,6fde
"fun abort(comment: String, throwable: Throwable, testNames: List<String>)","{
        testNames.forEach {
            tc?.startTest(it)
            tc?.errorTest(it, java.lang.Exception(throwable))
            tests += KonanTestCaseReport(it, TestStatus.ERROR, ""$comment\n${throwable.toString()}",,3d3e
"fun abort(throwable: Throwable, count: Int)","{
        statistics.error(count)
        project.logger.quiet(""suite `$name` aborted with exception"", throwable)
    }",,b4fb
No signature found,"fun invoke(action: (KonanTestSuiteReportEnvironment) -> Unit) {
        tc?.suiteStart(name)
        action(this)
        tc?.suiteFinish(name)
    }",,6e1f
No signature found,"fun suite(suiteName:String, action:(KonanTestSuiteReportEnvironment)->Unit) {
        val konanTestSuiteEnvironment = KonanTestSuiteReportEnvironment(suiteName, project, statistics)
        konanTestSuiteEnvironment {
            action(it)
        }",,6e1f
fun suiteStart(name: String),"{
        teamcityReport(""testSuiteStarted name='$name'"")
    }",,3725
fun suiteFinish(name: String),"{
        teamcityReport(""testSuiteFinished name='$name'"")
    }",,aea5
fun startTest(name: String),"{
        teamcityReport(""testStarted name='$name'"")
    }",,8e01
fun passTest(testName: String),= t,,9b75
"fun failedTest(testName: String, testFailedException: TestFailedException)","{
        teamcityReport(""testFailed type='comparisonFailure' name='$testName' message='${testFailedException.message.toTeamCityFormat()}",,1f78
"fun errorTest(testName: String, exception: Exception)","{
        val writer = StringWriter()
        exception.printStackTrace(PrintWriter(writer))
        val rawString  = writer.toString()

        teamcityReport(""testFailed name='$testName' message='${exception.message.toTeamCityFormat()}",,e1d6
fun skipTest(testName: String),"{
        teamcityReport(""testIgnored name='$testName'"")
        teamcityFinish(testName)
    }",,d118
fun teamcityFinish(testName:String),"{
        teamcityReport(""testFinished name='$testName'"")
    }",,d084
No signature found,fun String?.toTeamCityFormat(): String = t,"/**
     * Teamcity require escaping some symbols in pipe manner.
     * https://github.com/GitTools/GitVersion/issues/94
     */",6e1f
fun teamcityReport(msg: String),"{
        project.logger.quiet(""##teamcity[$msg]"")
    }",,b59f
fun addAll(c: Collection<T>),"{
        list.addAll(c)
    }","// KJS_WITH_FULL_RUNTIME
// EXPECTED_REACHABLE_NODES: 1677",e672
No signature found,"fun <T> A<T>.plusAssign(other: Collection<T>) {
    addAll(other)
}",,6e1f
fun box(),": String {
    var v1 = arrayListOf(""foo"")
    val v2 = listOf(""bar"")

    val a = A(v1)
    a += v2

    if (v1.size != 2) return ""fail1: ${v1.size}",,4f27
fun y<T>(),{},,02f6
fun x(),"{
    y<  <expr>Int</expr>  >()
}",,7869
fun foo(),"{
    class Local {
    }",,519f
fun b<caret>ar(),= L,,cbfd
No signature found,"fun <F, S, R> applyIfBothNotNull(first: F?, second: S?, operation: (F, S) -> R): R? =
    i",,6e1f
No signature found,"fun <F : R, S : R, R> applyWithDefault(first: F?, second: S?, operation: (F, S) -> R): R? = w",,6e1f
fun foo(param: String),"}

open class ClassWithParameter(i: Interface)

class TopLevelClass : ClassWithParameter(object : Interface {
    override fun fo<caret>o(param: String) {
    }",,2e0a
fun foo(),"{

}",,519f
No signature found,"fun `test - posix on linux`() {
        val project = buildProjectWithMPP()
        val kotlin = project.multiplatformExtension
        kotlin.applyDefaultHierarchyTemplate()
        kotlin.linuxX64()
        project.evaluate()

        val commonMain = kotlin.sourceSets.getByName(""commonMain"")
        val commonTest = kotlin.sourceSets.getByName(""commonTest"")
        val linuxX64Main = kotlin.sourceSets.getByName(""linuxX64Main"")
        val linuxX64Test = kotlin.sourceSets.getByName(""linuxX64Test"")

        val dependencies = listOf(
            binaryCoordinates(""org.jetbrains.kotlin.native:posix:$LINUX_X64:${project.konanVersion}",,6e1f
No signature found,"fun `test - CoreFoundation on macos`() {
        Assume.assumeTrue(""Macos host required for this test"", HostManager.hostIsMac)
        val project = buildProjectWithMPP()
        val kotlin = project.multiplatformExtension
        kotlin.applyDefaultHierarchyTemplate()
        kotlin.macosArm64()
        project.evaluate()

        val commonMain = kotlin.sourceSets.getByName(""commonMain"")
        val commonTest = kotlin.sourceSets.getByName(""commonTest"")
        val macosArm64Main = kotlin.sourceSets.getByName(""macosArm64Main"")
        val macosArm64Test = kotlin.sourceSets.getByName(""macosArm64Test"")

        val dependencies = listOf(
            binaryCoordinates(""org.jetbrains.kotlin.native:CoreFoundation:$MACOS_ARM64:${project.konanVersion}",,6e1f
No signature found,"fun `test - non native source sets`() {
        val project = buildProjectWithMPP()
        val kotlin = project.multiplatformExtension
        kotlin.jvm()
        kotlin.linuxX64()
        project.evaluate()

        val commonMain = kotlin.sourceSets.getByName(""commonMain"")
        val commonTest = kotlin.sourceSets.getByName(""commonTest"")
        val jvmMain = kotlin.sourceSets.getByName(""jvmMain"")
        val jvmTest = kotlin.sourceSets.getByName(""jvmTest"")

        IdeNativePlatformDependencyResolver.resolve(commonMain).assertMatches(emptyList<Any>())
        IdeNativePlatformDependencyResolver.resolve(commonTest).assertMatches(emptyList<Any>())
        IdeNativePlatformDependencyResolver.resolve(jvmMain).assertMatches(emptyList<Any>())
        IdeNativePlatformDependencyResolver.resolve(jvmTest).assertMatches(emptyList<Any>())
    }",,6e1f
